Oscar Wilde  |  Be yourself; everyone else is already taken.
C.S. Lewis  |  I can't imagine a man really enjoying a book and reading it only once.
Audrey Hepburn  |  The most important thing is to enjoy your life—to be happy—it's all that matters.
William Shakespear  |  There is nothing either good or bad, but thinking makes it so.
Suzanne Collins  |  You know, you could live a thousand lifetimes and not deserve him.
Stephanie Perkins  |  For the two of us, home isn't a place. It is a person. And we are finally home.
Aristotle  |  What is a friend? A single soul dwelling in two bodies.
Coco Chanel  |  The most courageous act is still to think for yourself. Aloud.
Ralph Waldo Emerson  |  Do not go where the path may lead, go instead where there is no path and leave a trail.
Fran Lebowitz  |  Think before you speak. Read before you think.
Leo Tolstoy    |  All happy families are alike; each unhappy family is unhappy in its own way.
Sarah   Williams  |  I have loved the stars too fondly to be fearful of the night.
Jane Austen  |  It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.
Mae West  |  I generally avoid temptation unless I can't resist it.
Charles Bukowski   |  what matters most is how well you walk through the fire
J.K. Rowling  |  Not my daughter, you bitch!
Rumi  |  The wound is the place where the Light enters you.
John Green  |  I'm not saying that everything is survivable. Just that everything except the last thing is.
Marilyn Monroe  |  All little girls should be told they are pretty, even if they aren't.
Isaac Asimov  |  Never let your sense of morals prevent you from doing what is right.
Marilyn Monroe  |  It's not true that I had nothing on. I had the radio on.
William Shakespeare  |  Hell is empty and all the devils are here.
Nicholas Sparks  |  Nothing that’s worthwhile is ever easy. Remember that.
Khaled Hosseini  |  For you, a thousand times over
Saul Bellow  |  You never have to change anything you got up in the middle of the night to write.
Cassandra Clare  |  You said you were going for a walk!? What kind of walk takes six hours?" "A long one?
Pablo Neruda  |  Love is so short, forgetting is so long.
Stephen King  |  Good books don't give up all their secrets at once.
Charles M. Schulz  |  Happiness is a warm puppy.
Benjamin Franklin  |  Either write something worth reading or do something worth writing.
William Shakespeare  |  It is not in the stars to hold our destiny but in ourselves.
Victor Hugo  |  He never went out without a book under his arm, and he often came back with two.
J. D. Salinger  |  Don't ever tell anybody anything. If you do, you start missing everybody.
Oscar Wilde  |  Everything in the world is about sex except sex. Sex is about power.
Alice Hoffman  |  Books may well be the only true magic.
Oscar Wilde  |  The very essence of romance is uncertainty.
maya angelou  |  I love to see a young girl go out and grab the world by the lapels. Life's a bitch. You've got to go out and kick ass.
Albert Einstein  |  Try not to become a man of success. Rather become a man of value.
Mark Twain  |  I was gratified to be able to answer promptly, and I did. I said I didn’t know.
Mark Twain  |  Never allow someone to be your priority while allowing yourself to be their option.
Socrates  |  The unexamined life is not worth living.
Robert Frost  |  No tears in the writer, no tears in the reader. No surprise in the writer, no surprise in the reader.
Oprah Winfrey  |  Turn your wounds into wisdom.
Oscar Wilde  |  Man is least himself when he talks in his own person. Give him a mask, and he will tell you the truth.
Friedrich Nietzsche  |  There is always some madness in love. But there is also always some reason in madness.
Plato  |  Wise men speak because they have something to say; fools because they have to say something.
Woody Allen  |  I don't know the question, but sex is definitely the answer.
Jonathan Safran Foer  |  You cannot protect yourself from sadness without protecting yourself from happiness.
Jane Smiley  |  Many people, myself among them, feel better at the mere sight of a book.
Winston S. Churchill  |  Men occasionally stumble over the truth, but most of them pick themselves up and hurry off as if nothing had happened.
Arthur Conan Doyle  |  When you have eliminated all which is impossible, then whatever remains, however improbable, must be the truth.
Nora Ephron  |  Above all, be the heroine of your life, not the victim.
Neil Gaiman  |  Life is a disease: sexually transmitted, and invariably fatal.
Dr. Seuss  |  Fantasy is a necessary ingredient in living, it's a way of looking at life through the wrong end of a telescope.
Carlos Ruiz Zafón  |  Books are mirrors: you only see in them what you already have inside you.
Daphne du Maurier   |  But luxury has never appealed to me, I like simple things, books, being alone, or with somebody who understands.
Dr. Seuss  |  Why fit in when you were born to stand out?
John Steinbeck  |  I wonder how many people I've looked at all my life and never seen.
Albert Camus  |  Nobody realizes that some people expend tremendous energy merely to be normal.
Arthur C. Clarke  |  Two possibilities exist: either we are alone in the Universe or we are not. Both are equally terrifying.
Haruki Murakami  |  If you remember me, then I don't care if everyone else forgets.
Joseph Brodsky  |  There are worse crimes than burning books. One of them is not reading them.
Katie McGarry  |  I don't go looking for trouble. Trouble usually finds me.
Sylvia Plath  |  Kiss me, and you will see how important I am.
Gabriel Garcia Marquez  |  What matters in life is not what happens to you but what you remember and how you remember it.
Haruki Marukami  |  Whatever it is you're seeking won't come in the form you're expecting.
Daphne Rae  |  I have found the paradox, that if you love until it hurts, there can be no more hurt, only more love.
David Sedaris  |  If you're looking for sympathy you'll find it between shit and syphilis in the dictionary.
Jhumpa Lahiri  |  That's the thing about books. They let you travel without moving your feet.
Niccolò Machiavelli  |  Everyone sees what you appear to be, few experience what you really are.
John Green  |  They love their hair because they're not smart enough to love something more interesting.
Stephen Chbosky  |  I am very interested and fascinated how everyone loves each other, but no one really likes each other.
Douglas Coupland  |  Remember: the time you feel lonely is the time you most need to be by yourself. Life's cruelest irony.
Walt Disney  |  Laughter is timeless. Imagination has no age. And dreams are forever.
Marilyn Monroe  |  Beneath the makeup and behind the smile I am just a girl who wishes for the world.
John Lennon  |  As usual, there is a great woman behind every idiot.
Ray Bradbury  |  You must stay drunk on writing so reality cannot destroy you.
Terry Pratchett  |  It is said that your life flashes before your eyes just before you die. That is true, it's called Life.
Edgar Allan Poe  |  I have great faith in fools - self-confidence my friends will call it.
Dr. Seuss  |  Being crazy isn't enough.
J.K. Rowling  |  Percy wouldn't notice a joke if it danced naked in front of him wearing one of Dobby's hats.
George Orwell  |  War is peace.  Freedom is slavery.  Ignorance is strength.
George Orwell  |  All animals are equal, but some animals are more equal than others.
Candace Bushnell  |  Man may have discovered fire, but women discovered how to play with it.
Rumi  |  Stop acting so small. You are the universe in ecstatic motion.
William Goldman  |  Life is pain, highness. Anyone who says differently is selling something.
Christopher Paolini  |  Books are my friends, my companions. They make me laugh and cry and find meaning in life.
Suzanne Collins  |  Stupid people are dangerous.
Paulo Coelho  |  The simple things are also the most extraordinary things, and only the wise can see them.
Nelson Mandela  |  Education is the most powerful weapon which you can use to change the world.
J.K. Rowling  |  Books are like mirrors: if a fool looks in, you cannot expect a genius to look out.
Anthony G. Oettinger  |  Time flies like an arrow; fruit flies like a banana.
Mahatma Gandhi   |  I like your Christ, I do not like your Christians. Your Christians are so unlike your Christ.
Leonardo da Vinci  |  Painting is poetry that is seen rather than felt, and poetry is painting that is felt rather than seen.
Winston S. Churchill  |  If you are going through hell, keep going.
Coco Chanel  |  A girl should be two things: classy and fabulous.
Chuck Palahniuk  |  Nothing of me is original. I am the combined effort of everyone I've ever known.
Veronica Roth  |  I have a theory that selflessness and bravery aren't all that different.
Charles Bukowski  |  My ambition is handicapped by laziness
S.E. Hinton  |  I lie to myself all the time. But I never believe me.
Charles Bukowski  |  You have to die a few times before you can really live.
Irwin Shaw  |  There are too many books I haven’t read, too many places I haven’t seen, too many memories I haven’t kept long enough.
Friedrich Wilhelm Nietzsche  |  You have your way. I have my way. As for the right way, the correct way, and the only way, it does not exist.
Sigmund Freud  |  One day, in retrospect, the years of struggle will strike you as the most beautiful.
Friedrich Nietzsche  |  You must have chaos within you to give birth to a dancing star.
Cicero  |  If you have a garden and a library, you have everything you need.
Ursula K. Le Guin  |  Love doesn't just sit there, like a stone, it has to be made, like bread; remade all the time, made new.
Oscar Wilde  |  I think God, in creating man, somewhat overestimated his ability.
Marilyn Monroe  |  I don't mind living in a man's world, as long as I can be a woman in it.
Bob Marley  |  Some people feel the rain. Others just get wet.
Haruki Murakami  |  What happens when people open their hearts?" "They get better.
Pablo Picasso  |  Every child is an artist. The problem is how to remain an artist once he grows up.
Paul McCartney  |  And, in the end The love you take is equal to the love you make.
Antoine de Saint-Exupéry  |  Love does not consist of gazing at each other, but in looking outward together in the same direction.
Bette Davis  |  When a man gives his opinion, he's a man. When a woman gives her opinion, she's a bitch.
Albert Camus  |  Should I kill myself, or have a cup of coffee?
Eleanor Roosevelt  |  The future belongs to those who believe in the beauty of their dreams.
Marilyn Monroe  |  The nicest thing for me is sleep, then at least I can dream.
Terry Pratchett  |  Stories of imagination tend to upset those without one.
Oscar Wilde  |  I never travel without my diary. One should always have something sensational to read in the train.
Winston S. Churchill  |  My tastes are simple: I am easily satisfied with the best.
Mark Twain  |  Loyalty to country ALWAYS. Loyalty to government, when it deserves it.
Vladimir Nabokov  |  It was love at first sight, at last sight, at ever and ever sight.
William Faulkner  |  You cannot swim for new horizons until you have courage to lose sight of the shore.
Cassandra Clare  |  I am a badass, and I recognize that you, too, are a badass.
Suzanne Collins  |  I don't want to lose the boy with the bread.
John Green  |  The town was paper, but the memories were not.
Gabriel García Márquez  |  No medicine cures what happiness cannot.
Mark Twain  |  Truth is stranger than fiction, but it is because Fiction is obliged to stick to possibilities; Truth isn't.
Walt Whitman  |  Resist much, obey little.
Chuck Palahniuk  |  I don't want to die without any scars.
Rick Riordan  |  Deadlines just aren't real to me until I'm staring one in the face.
Veronica Roth  |  Peter would probably throw a party if I stopped breathing.'  'Well,' he says, 'I would only go if there was cake.
William Shakespeare  |  If music be the food of love, play on, Give me excess of it; that surfeiting, The appetite may sicken, and so die.
F. Scott Fitzgerald  |  Show me a hero, and I'll write you a tragedy.
Louisa May Alcott  |  She is too fond of books, and it has turned her brain.
Cassandra Clare  |  Will looked horrified. "What kind of monster could possibly hate chocolate?
Patrick Rothfuss  |  There are three things all wise men fear: the sea in storm, a night with no moon, and the anger of a gentle man.
Suzanne Collins  |  My nightmares are usually about losing you. I'm okay once I realize you're here.
Jack Kerouac  |  Live, travel, adventure, bless, and don't be sorry.
Lewis Carroll  |  She generally gave herself very good advice, (though she very seldom followed it).
Kahlil Gibran  |  If you love somebody, let them go, for if they return, they were always yours. If they don't, they never were.
Joan Crawford  |  Love is a fire. But whether it is going to warm your hearth or burn down your house, you can never tell.
C.S. Lewis  |  To be a Christian means to forgive the inexcusable because God has forgiven the inexcusable in you.
Stephen King  |  Fiction is the truth inside the lie.
Stephen King  |  The road to hell is paved with adverbs.
Anonymous  |  And now these three remain: faith, hope and love. But the greatest of these is love.
John Green  |  Maybe 'okay' will be our 'always
Jane Austen  |  Angry people are not always wise.
Veronica Roth  |  Fear doesn't shut you down; it wakes you up
Anton Chekhov  |  Don't tell me the moon is shining; show me the glint of light on broken glass.
Mahatma Gandhi  |  Freedom is not worth having if it does not include the freedom to make mistakes.
Bill Watterson  |  It's not denial. I'm just selective about the reality I accept.
Veronica Roth  |  Sometimes crying or laughing are the only options left, and laughing feels better right now.
George Burns  |  Happiness is having a large, loving, caring, close-knit family in another city.
Margaret Mitchell  |  Life's under no obligation to give us what we expect.
Olin Miller  |  You probably wouldn’t worry about what people think of you if you could know how seldom they do.
Kurt Vonnegut  |  Everything was beautiful and nothing hurt.
Anne Rice  |  None of us really changes over time. We only become more fully what we are.
Markus Zusak  |  Like most misery, it started with apparent happiness.
Mahatma Gandhi  |  Nobody can hurt me without my permission.
Roy T. Bennett  |  Don't be pushed around by the fears in your mind. Be led by the dreams in your heart.
Gayle Forman  |  Sometimes you make choices in life and sometimes choices make you.
Stephen Chbosky  |  It's strange because sometimes, I read a book, and I think I am the people in the book.
Robert Louis Stevenson  |  Don't judge each day by the harvest you reap but by the seeds that you plant.
Mark Twain  |  Wrinkles should merely indicate where the smiles have been.
Helen Keller  |  The best and most beautiful things in the world cannot be seen or even touched. They must be felt with the heart
Raymond Carver  |  Woke up this morning with a terrific urge to lie in bed all day and read.
Martin Luther King Jr.  |  But I know, somehow, that only when it is dark enough can you see the stars.
Suzanne Collins  |  Fire is catching! And if we burn, you burn with us!
Edgar Allan Poe  |  I was never really insane except upon occasions when my heart was touched.
Rick Riordan  |  Wow," Thalia muttered. "Apollo is hot."  "He's the sun god," I said. "That's not what I meant.
Rudyard Kipling  |  Words are, of course, the most powerful drug used by mankind.
J.K. Rowling  |  You know, Minister, I disagree with Dumbledore on many counts...but you cannot deny he's got style...
Bob Marley  |  None but ourselves can free our minds.
Anne Tyler  |  I read so I can live more than one life in more than one place.
Dan Brown  |  Everything is possible. The impossible just takes longer.
Harper Lee  |  People generally see what they look for, and hear what they listen for.
Flannery O'Connor  |  The truth does not change according to our ability to stomach it.
Cassandra Clare  |  I've got a stele we can use. Who wants to do me?" "A regrettable choice of words," muttered Magnus.
Mawlana Jalal-al-Din Rumi  |  What you seek is seeking you.
J.K. Rowling  |  We do not need magic to transform our world. We carry all the power we need inside ourselves already.
Alexander Pope  |  Blessed is he who expects nothing, for he shall never be disappointed.
Marilyn Monroe  |  Who said nights were for sleep?
J.M. Barrie  |  Never say goodbye because goodbye means going away and going away means forgetting.
Lewis Carroll  |  Why, sometimes I've believed as many as six impossible things before breakfast.
J.K. Rowling  |  He must have known I'd want to leave you." "No, he must have known you would always want to come back.
George R.R. Martin  |  Fear cuts deeper than swords.
Taylor Swift  |  People haven't always been there for me but music always has.
Maya Angelou  |  Music was my refuge. I could crawl into the space between the notes and curl my back to loneliness.
Virginia Woolf  |  Books are the mirrors of the soul.
John Green  |  I may die young, but at least I'll die smart.
J.K. Rowling  |  Let us step into the night and pursue that flighty temptress, adventure.
Paulo Coelho  |  Everyone seems to have a clear idea of how other people should lead their lives, but none about his or her own.
Lois Lowry  |  The worst part of holding the memories is not the pain. It's the loneliness of it. Memories need to be shared.
Margaret Atwood  |  War is what happens when language fails.
Rick Riordan  |  Be careful of love. It'll twist your brain around and leave you thinking up is down and right is wrong.
Rick Riordan  |  Ever had a flying burrito hit you? Well, it's a deadly projectile, right up there with cannonballs and grenades.
Charles Dickens  |  There is nothing in the world so irresistibly contagious as laughter and good humor.
E. E. Cummings  |  Unbeing dead isn't being alive.
Martin Luther King Jr.  |  Let no man pull you so low as to hate him.
Leo Tolstoy  |  If you look for perfection, you'll never be content.
Markus Zusak  |  It kills me sometimes, how people die.
Maya Angelou  |  I did then what I knew how to do. Now that I know better, I do better.
Roy T. Bennett  |  Instead of worrying about what you cannot control, shift your energy to what you can create.
F. Scott Fitzgerald  |  I don't want to repeat my innocence. I want the pleasure of losing it again.
Mahatma Gandhi  |  God has no religion.
Albert Einstein  |  The world as we have created it is a process of our thinking. It cannot be changed without changing our thinking.
Albert Schweitzer  |  Sometimes our light goes out, but is blown again into instant flame by an encounter with another human being.
Cathy Guiswite  |  When life gives you lemons, squirt someone in the eye.
Marcel Proust  |  Let us be grateful to the people who make us happy; they are the charming gardeners who make our souls blossom.
James A. Baldwin  |  Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.
Oscar Wilde  |  With freedom, flowers, books, and the moon, who could not be perfectly happy?
Benjamin Spock  |  Trust yourself. You know more than you think you do.
J.K. rowling  |  Fear of a name increases fear of the thing itself.
Anna Quindlen  |  Books are the plane, and the train, and the road. They are the destination, and the journey. They are home.
Veronica Roth  |  A brave man acknowledges the strength of others.
Timothy Leary  |  Women who seek to be equal with men lack ambition.
Herman Melville  |  It is better to fail in originality than to succeed in imitation.
Lewis Carroll  |  Begin at the beginning," the King said, very gravely, "and go on till you come to the end: then stop.
F. Scott Fitzgerald  |  Angry, and half in love with her, and tremendously sorry, I turned away.
Pedro Calderon de la Barca  |  When love is not madness it is not love.
John Green  |  Some people have lives; some people have music.
Nicholas Sparks  |  If you like her, if she makes you happy, and if you feel like you know her---then don't let her go.
Rabindranath Tagore  |  Clouds come floating into my life, no longer to carry rain or usher storm, but to add color to my sunset sky.
J.R.R. Tolkien  |  I will not say: do not weep; for not all tears are an evil.
Leo Tolstoy  |  It is amazing how complete is the delusion that beauty is goodness.
Richelle Mead  |  I’d said it before and meant it: Alive or undead, the love of my life was a badass.
Markus Zusak  |  I am haunted by humans.
Frank Zappa  |  Without deviation from the norm, progress is not possible.
Umberto Eco  |  We live for books.
Stephanie Klein  |  Tell the truth, or someone will tell it for you.
John Green  |  If you don't imagine, nothing ever happens at all.
Fyodor Dostoevsky  |  To go wrong in one's own way is better than to go right in someone else's.
John Green  |  What you must understand about me is that I’m a deeply unhappy person.
A.A. Milne  |  People say nothing is impossible, but I do nothing every day.
Friedrich Nietzsche  |  Sometimes people don't want to hear the truth because they don't want their illusions destroyed.
Rumi  |  Yesterday I was clever, so I wanted to change the world. Today I am wise, so I am changing myself.
Dr. Seuss  |  Think left and think right and think low and think high. Oh, the thinks you can think up if only you try!
Richelle Mead  |  Only a true best friend can protect you from your immortal enemies.
Stephen Chbosky  |  This moment will just be another story someday.
Alice Walker  |  No person is your friend who demands your silence, or denies your right to grow.
Lao Tzu  |  The journey of a thousand miles begins with a single step.
Laurell K. Hamilton  |  There are wounds that never show on the body that are deeper and more hurtful than anything that bleeds.
Chuck Palahniuk  |  The only way to find true happiness is to risk being completely cut open.
Antoine de Saint-Exupéry  |  All grown-ups were once children... but only few of them remember it.
A.A. Milne  |  Weeds are flowers, too, once you get to know them.
Lemony Snicket  |  I suppose I'll have to add the force of gravity to my list of enemies.
Roy T. Bennett  |  It’s only after you’ve stepped outside your comfort zone that you begin to change, grow, and transform.
Aldous Huxley  |  Words can be like X-rays if you use them properly -- they’ll go through anything. You read and you’re pierced.
John Waters  |  If you go home with somebody, and they don't have books, don't fuck 'em!
Charles Bukowski  |  I wanted the whole world or nothing.
Maya Angelou  |  You may not control all the events that happen to you, but you can decide not to be reduced by them.
Pablo Picasso  |  Art is the lie that enables us to realize the truth.
Elbert Hubbard  |  God will not look you over for medals, degrees or diplomas but for scars.
Langston Hughes  |  Life is for the living. Death is for the dead. Let life be like music.  And death a note unsaid.
Nicholas Sparks  |  I love you more than there are stars in the sky and fish in the sea.
Kalu Ndukwe Kalu  |  The things you do for yourself are gone when you are gone, but the things you do for others remain as your legacy.
Nicholas Sparks  |  True love is rare, and it's the only thing that gives life real meaning.
P.G. Wodehouse  |  There is no surer foundation for a beautiful friendship than a mutual taste in literature.
Cassandra Clare  |  Declarations of love amuse me. Especially when unrequited.
Henry David Thoreau  |  Rather than love, than money, than fame, give me truth.
Max Lucado  |  A woman's heart should be so hidden in God that a man has to seek Him just to find her.
Terry Pratchett  |  If cats looked like frogs we'd realize what nasty, cruel little bastards they are. Style. That's what people remember.
Walt Disney  |  It's kind of fun to do the impossible.
Richelle Mead  |  Do you think I'm pretty? I think you're beautiful Beautiful? You are so beautiful, it hurts sometimes.
Oscar Wilde (attributed to)  |  Some cause happiness wherever they go; others whenever they go.
Elie Wiesel  |  There may be times when we are powerless to prevent injustice, but there must never be a time when we fail to protest.
J.K. Rowling  |  Dumbledore says people find it far easier to forgive others for being wrong than being right.
Stephen Chbosky  |  Enjoy it. Because it's happening.
George R.R. Martin  |  Some old wounds never truly heal, and bleed again at the slightest word.
Shel Silverstein  |  There are no happy endings. Endings are the saddest part,  So just give me a happy middle And a very happy start.
Ernest Hemingway  |  The best way to find out if you can trust somebody is to trust them.
Lance Armstrong Sally Jenkins  |  Pain is temporary. Quitting lasts forever.
Lauren Oliver  |  I love you. Remember. They cannot take it
Bertrand Russell  |  Do not fear to be eccentric in opinion, for every opinion now accepted was once eccentric.
Allen Ginsberg  |  Follow your inner moonlight; don't hide the madness.
J.K. Rowling  |  Cinderella? Snow White? What's that? An illness?
Albert Einstein  |  I know not with what weapons World War III will be fought, but World War IV will be fought with sticks and stones.
David Foster Wallace  |  Everybody is identical in their secret unspoken belief that way deep down they are different from everyone else.
Rumi  |  Don’t grieve. Anything you lose comes round in another form.
Roy T. Bennett  |  More smiling, less worrying. More compassion, less judgment. More blessed, less stressed. More love, less hate.
William Shakespeare  |  We know what we are, but not what we may be.
Corrie Ten Boom  |  Worry does not empty tomorrow of its sorrow, it empties today of its strength.
Vladimir Nabokov  |  And the rest is rust and stardust.
Diane Duane  |  Reading one book is like eating one potato chip.
Stephen King  |  The scariest moment is always just before you start.
Lou Holtz  |  It's not the load that breaks you down, it's the way you carry it.
Edward Gorey  |  Books. Cats. Life is Good.
D.H. Lawrence  |  A woman has to live her life, or live to repent not having lived it.
Roy T. Bennett  |  Take responsibility of your own happiness, never put it in other people’s hands.
Annie Proulx  |  You know, one of the tragedies of real life is that there is no background music.
Friedrich Nietzsche  |  In heaven, all the interesting people are missing.
Orhan Pamuk  |  I read a book one day and my whole life was changed.
E.L. James  |  Laters, baby.
Roy T. Bennett  |  If you want to be happy, do not dwell in the past, do not worry about the future, focus on living fully in the present.
Lemony Snicket  |  If writers wrote as carelessly as some people talk, then adhasdh asdglaseuyt[bn[ pasdlgkhasdfasdf.
E.L. Doctorow  |  Writing is a socially acceptable form of schizophrenia.
Roy T. Bennett  |  We are all different. Don’t judge, understand instead.
Emerson Ralph Waldo  |  I cannot remember the books I've read any more than the meals I have eaten; even so, they have made me.
Erica Jong  |  Everyone has talent. What's rare is the courage to follow it to the dark places where it leads.
Mark Twain  |  Books are for people who wish they were somewhere else.
Robert Frost  |  A poem begins as a lump in the throat, a sense of wrong, a homesickness, a lovesickness.
Robert Frost  |  Love is an irresistible desire to be irresistibly desired.
David Mitchell  |  My life amounts to no more than one drop in a limitless ocean. Yet what is any ocean, but a multitude of drops?
Albert Einstein  |  You never fail until you stop trying.
G.K. Chesterton  |  The true soldier fights not because he hates what is in front of him, but because he loves what is behind him.
Marilyn Monroe  |  You believe lies so you eventually learn to trust no one but yourself.
St. Francis Of Assisi  |  All the darkness in the world cannot extinguish the light of a single candle.
Nicolas Chamfort  |  The most wasted of all days is one without laughter.
Jack Kerouac  |  There was nowhere to go but everywhere, so just keep on rolling under the stars.
Elizabeth Gilbert  |  You’re wishin’ too much, baby. You gotta stop wearing your wishbone where your backbone oughtta be.
Stephen Chbosky  |  She wasn't bitter. She was sad, though. But it was a hopeful kind of sad. The kind of sad that just takes time. 
Abraham Lincoln  |  Do I not destroy my enemies when I make them my friends?
James Patterson  |  Basically, I have two speeds.... Hostile or smart-aleck. Your choice.
Steven Wright  |  Right now I’m having amnesia and déjà vu at the same time. I think I’ve forgotten this before.
J. K. Rowling  |  You'll stay with me?' Until the very end,' said James.
Roy T. Bennett  |  Respect other people's feelings. It might mean nothing to you, but it could mean everything to them.
John Lennon  |  The more I see, the less I know for sure.
Ernest Hemingway  |  There is nothing noble in being superior to your fellow man; true nobility is being superior to your former self.
Jane Austen  |  but for my own part, if a book is well written, I always find it too short.
Suzanne Collins  |  You’ve got about as much charm as a dead slug.
Cassandra Clare  |  There's plenty of sense in nonsense sometimes, if you wish to look for it.
Maya Angelou  |  Success is liking yourself, liking what you do, and liking how you do it.
Mark Twain  |  What would men be without women? Scarce, sir...mighty scarce.
John Green  |  You are so busy being YOU that you have no idea how utterly unprecedented you are.
Emily Dickinson  |  If I can stop one heart from breaking, I shall not live in vain.
Louis L'Amour  |  Start writing, no matter what. The water does not flow until the faucet is turned on.
Mary Wollstonecraft Shelley  |  Nothing is so painful to the human mind as a great and sudden change.
Victor Hugo  |  Even the darkest night will end and the sun will rise.
Alfred Lord Tennyson  |  Hope Smiles from the threshold of the year to come,  Whispering 'it will be happier'...
Jane Austen  |  You pierce my soul. I am half agony, half hope...I have loved none but you.
Mitch Albom  |  All endings are also beginnings. We just don't know it at the time.
Frank Herbert  |  There is no real ending. It’s just the place where you stop the story.
G.K. Chesterton  |  Poets have been mysteriously silent on the subject of cheese.
Gordon B. Hinckley  |  Life is to be enjoyed, not endured
Lauren Oliver  |  You can't be happy unless you're unhappy sometimes".
J.K. Rowling  |  Holey? You have the the whole world of ear-related humor before you, you go for holey?
Donald Miller  |  When you stop expecting people to be perfect, you can like them for who they are.
Katharine Hepburn  |  If you obey all of the rules, you miss all of the fun.
Jimi Hendrix   |  When the power of love overcomes the love of power, the world will know peace.
Bertrand Russell  |  Of all forms of caution, caution in love is perhaps the most fatal to true happiness.
Douglas Adams  |  Don't Panic.
sylvia plath  |  Perhaps when we find ourselves wanting everything, it is because we are dangerously close to wanting nothing.
Gabriel García Márquez  |  It's enough for me to be sure that you and I exist at this moment.
Thich Nhat Hanh  |  Walk as if you are kissing the Earth with your feet.
Philip Pullman  |  After nourishment, shelter and companionship, stories are the thing we need most in the world.
Roy T. Bennett  |  Be the reason someone smiles. Be the reason someone feels loved and believes in the goodness in people.
Jodi Picoult  |  Maybe who we are isn't so much about what we do, but rather what we're capable of when we least expect it.
Charles Bukowski  |  An intellectual says a simple thing in a hard way. An artist says a hard thing in a simple way.
Dr. Seuss  |  You're off to Great Places! Today is your day! Your mountain is waiting, So... get on your way!
Madeleine L'Engle  |  A book, too, can be a star, a living fire to lighten the darkness, leading out into the expanding universe.
Herman Hesse  |  Learn what is to be taken seriously and laugh at the rest.
Roy T. Bennett  |  Be mindful. Be grateful. Be positive. Be true. Be kind.
François Rabelais  |  I go to seek a Great Perhaps.
Roy T. Bennett  |  Life is too short to waste your time on people who don’t respect, appreciate, and value you.
Albert Camus  |  Live to the point of tears.
Friedrich Nietzsche  |  There are no facts, only interpretations.
Paulo Coelho  |  Remember that wherever your heart is, there you will find your treasure.
Mahatma Gandhi  |  Hate the sin, love the sinner.
Fyodor Dostoevsky  |  What is hell? I maintain that it is the suffering of being unable to love.
Nicholas Sparks  |  The reason it hurts so much to separate is because our souls are connected.
Cassandra Clare  |  Usually I'm remarkably good natured. Try me on a day that doesn't end in y.
Oscar Wilde  |  To define is to limit.
Winston S. Churchill  |  History will be kind to me for I intend to write it.
Albert Einstein  |  Great spirits have always encountered violent opposition from mediocre minds.
Amy Bloom  |  You are imperfect, permanently and inevitably flawed. And you are beautiful.
Tahereh Mafi  |  All I ever wanted was to reach out and touch another human being not just with my hands but with my heart.
Pearl S. Buck  |  Many people lose the small joys in the hope for the big happiness.
C.S. Lewis  |  There are far, far better things ahead than any we leave behind.
Roy T. Bennett  |  Do what is right, not what is easy nor what is popular.
Henry David Thoreau  |  How vain it is to sit down to write when you have not stood up to live.
Mark Twain  |  Sanity and happiness are an impossible combination.
Marcus Aurelius  |  You have power over your mind - not outside events. Realize this, and you will find strength.
Italo Calvino  |  A classic is a book that has never finished saying what it has to say.
Roy T. Bennett  |  Accept yourself, love yourself, and keep moving forward. If you want to fly, you have to give up what weighs you down.
Charles Bukowski  |  Find what you love and let it kill you.
Rick Riordan  |  How did you die?" "We er....drowned in a bathtub." "All three of you?" "It was a big bathtub.
John Green  |  I'm a grenade and at some point I'm going to blow up and I would like to minimize the casualties, okay?
Voltaire  |  Judge a man by his questions rather than by his answers.
Stephen Chbosky  |  He's a wallflower. You see things. You keep quiet about them. And you understand.
Cassandra Clare  |  If no one in the entire world cared about you, did you really exist at all?
Harper Lee  |  The one thing that doesn't abide by majority rule is a person's conscience.
Friedrich Nietzsche  |  He who has a why to live for can bear almost any how.
Lemony Snicket  |  If you are allergic to a thing, it is best not to put that thing in your mouth, particularly if the thing is cats.
Cassandra Clare  |  No, I'm just a very naughty boy. I do all sorts of bad things. I kick kittens. I make rude gestures at nuns.
Chuck Palahniuk  |  This is your life and its ending one moment at a time.
S.E. Hinton  |  If you have two friends in your lifetime, you're lucky. If you have one good friend, you're more than lucky.
Federico García Lorca  |  To burn with desire and keep quiet about it is the greatest punishment we can bring on ourselves.
Nicholas Sparks  |  The greater the love, the greater the tragedy when it's over.
Paulo Coelho  |  When someone leaves, it's because someone else is about to arrive.
Scott Westerfeld  |  What you do, the way you think, makes you beautiful.
Richard Dawkins  |  We are all atheists about most of the gods that humanity has ever believed in. Some of us just go one god further.
Robert Marley  |  One love, one heart, one destiny.
Friedrich Nietzsche  |  The man of knowledge must be able not only to love his enemies but also to hate his friends.
haruki murakami  |  No matter how much suffering you went through, you never wanted to let go of those memories.
Jane Austen  |  What are men to rocks and mountains?
Dave Eggers  |  Books have a unique way of stopping time in a particular moment and saying: Let’s not forget this.
Neil Gaiman  |  Stories may well be lies, but they are good lies that say true things, and which can sometimes pay the rent.
Roy T. Bennett  |  The past is a place of reference, not a place of residence; the past is a place of learning, not a place of living.
